,on_demand,seniority,order_size,found_rate,picking_speed,accepted_rate,rating,distance_km,total_minutes
5761,1,2,1,0.8633177727784027,2.19,0.75,4.67,2.614351634452536,125.793684816667
5762,1,1,2,0.8847,1.5,0.96,5.0,4.018475576546482,33.3342694666667
5763,0,3,1,0.8634,1.18,0.88,4.92,1.1675050331640586,45.5426195833333
5764,0,1,3,0.8388,1.63,0.96,4.96,2.0047541480678253,45.9576569
5765,0,1,3,0.8388,1.63,0.96,4.96,4.007279944440578,68.4999453833333
5766,0,3,2,0.84,2.33,0.96,5.0,3.295342145415115,166.280142033333
5767,0,1,2,0.8611,1.69,0.92,4.76,1.9366903139809184,43.0943695333333
5769,0,3,4,0.7794,2.33,0.92,4.94,1.2928954845268634,52.1771350333333
5770,1,4,2,0.8361,2.09,0.789473684210526,5.0,3.524374264033568,77.3604123166667
5771,0,4,1,0.8722,2.78,0.8,4.84,3.1043085142472973,51.0249173333333
5772,1,4,2,0.8796,3.12,0.88,4.79,3.951062786242269,45.5793910833333
5773,1,1,8,0.8611,1.63,0.88,4.92,0.411289854951442,48.7642270333333
5774,1,1,40,0.8611,1.63,0.88,4.92,4.583718581642646,98.2566348
5775,1,1,16,0.8611,1.63,0.88,4.92,4.527960842567281,70.8295810833333
5776,1,4,17,0.8777,1.57,0.84,4.8,2.315691248346435,81.2598684166667
5777,1,4,23,0.8777,1.57,0.84,4.8,0.8310678552685655,74.7147264833333
5778,1,1,10,0.8772,1.11,0.92,4.92,4.417587570733417,52.6546602
5779,1,1,16,0.8772,1.11,0.92,4.92,0.7817784109247526,55.73788355
5780,1,1,20,0.8772,1.11,0.92,4.92,8.011830040561447,48.6787161
5781,0,1,18,0.8766,1.26,0.92,4.72,4.4453478333321215,47.80503935
5782,1,4,17,0.891,1.2,0.84,5.0,4.786239432554627,74.3234942
5783,1,1,26,0.8872,1.18,0.92,4.96,3.8117125536110463,62.1537174833333
5784,1,3,10,0.8501,1.58,0.88,4.92,2.6792397144583453,55.6697720166667
5785,1,3,48,0.8501,1.58,0.88,4.92,1.1692648713217706,103.595083033333
5786,1,3,42,0.8501,1.58,0.88,4.92,5.988233127336874,84.0507743333333
5787,0,3,12,0.8501,1.58,0.88,4.92,3.941257733651072,38.2519040666667
5789,1,1,7,0.8304,1.76,1.0,4.76,1.7945953969032638,73.3402435
5790,1,1,22,0.8729,1.21,0.88,4.84,3.9773425009078633,81.66233375
5791,1,1,19,0.8729,1.21,0.88,4.84,4.72219503820116,91.8202190333333
5792,0,1,61,0.8729,1.21,0.88,4.84,5.8510182903552925,131.212215616667
5793,1,1,13,0.8729,1.21,0.88,4.84,4.297816828953728,72.3630207
5794,1,4,27,0.8642,1.67,0.8,4.96,3.6529522279640103,71.1786697833333
5795,1,1,10,0.8989,1.1,0.96,4.8,3.5132818126805,88.5756723833333
5796,0,1,43,0.8989,1.1,0.96,4.8,5.254355258337518,82.11962775
5797,1,1,19,0.8989,1.1,0.96,4.8,3.030552876977404,123.79110365
5798,1,1,44,0.9031,1.44,1.0,4.96,4.662183485321797,104.949241
5799,1,4,17,0.8862,1.47,0.72,4.76,4.625326689866495,101.79675715
5800,1,4,9,0.8862,1.47,0.72,4.76,6.262201700706959,67.86497275
5801,1,4,18,0.8862,1.47,0.72,4.76,4.748163294618191,86.7510855666667
5802,1,1,24,0.8414,1.25,0.88,5.0,5.005800438972561,69.0838125333333
5803,1,1,36,0.8414,1.25,0.88,5.0,5.505607893887025,70.9021528333333
5805,0,1,11,0.887,1.41,0.92,4.96,6.262201700706959,69.1233945166667
5806,0,1,57,0.887,1.41,0.92,4.96,5.895342271890891,124.19690675
5807,0,1,13,0.887,1.41,0.92,4.96,2.0176758990580583,74.4624610166667
5808,0,4,46,0.913,2.0,0.8,4.96,8.292650118291089,150.49505315
5810,1,1,20,0.8864,1.39,0.96,4.84,3.5655550921788977,70.1268816333333
5811,1,4,22,0.859,1.65,0.8,4.8,1.4488086063754402,59.7102807333333
5812,1,4,7,0.859,1.65,0.8,4.8,5.398802444513506,55.89667205
5813,1,4,26,0.859,1.65,0.8,4.8,4.5483618936467165,90.7148661666667
5814,1,1,13,0.84,1.5,0.96,4.8,7.984377994844576,53.1907386166667
5815,0,4,26,0.8748,1.06,0.76,4.96,4.097369185363593,43.7238561
5816,1,4,31,0.8627,1.78,0.68,4.92,4.95754126239158,132.822383616667
5817,0,4,19,0.8627,1.78,0.68,4.92,4.7837346179204,147.652035
5818,1,4,2,0.8627,1.78,0.68,4.92,3.7539145127462,57.4298661333333
5820,1,4,3,0.8558,2.84,0.8,4.76,5.139282177944705,74.3909077166667
5821,0,1,67,0.8922,1.21,1.0,4.96,5.930189961520468,113.419555466667
5823,0,1,10,0.876,1.22,1.0,4.84,4.800229083307386,54.44229035
5824,1,1,41,0.872,1.25,0.88,4.96,3.4512932226695305,107.819536166667
5825,1,1,11,0.872,1.25,0.88,4.96,2.59256376348651,55.4107631333333
5826,1,1,14,0.872,1.25,0.88,4.96,3.1653671330672197,77.3168036333333
5827,1,4,24,0.8314,1.67,0.72,4.96,0.6973132877082135,82.7737758
5829,0,1,50,0.8677,1.16,0.96,4.96,4.702851795657033,110.094443266667
5830,1,1,23,0.8677,1.16,0.96,4.96,5.352428206517468,67.6482287
5831,0,4,40,0.9214,1.0,0.8,4.88,3.030552876977404,95.9062754
5832,0,4,37,0.9214,1.0,0.8,4.88,3.777335938868611,94.52687895
5834,1,3,18,0.8399,1.88,0.96,4.92,6.54361964586364,59.6384912333333
5835,1,3,5,0.8399,1.88,0.96,4.92,2.59309192057211,66.7834585666667
5836,0,3,38,0.8399,1.88,0.96,4.92,3.1546369700654706,114.08646015
5839,1,1,22,0.9247,2.0,0.92,5.0,5.586593059968656,91.4867179666667
5840,1,3,24,0.8733,2.14,0.88,4.84,4.011618274354035,60.0633285666667
5841,0,3,16,0.8733,2.14,0.88,4.84,5.230015925133263,86.2142738833333
5842,1,1,22,0.8546,1.25,0.92,4.8,5.440696127273687,70.5238353333333
5843,1,1,18,0.8546,1.25,0.92,4.8,5.352428206517468,80.7244908666667
5844,1,1,41,0.8758,1.29,1.0,4.96,4.982259675064198,92.54453655
5845,1,1,17,0.8758,1.29,1.0,4.96,0.4031061314398501,79.6387044666667
5846,1,3,36,0.8361,1.48,0.882352941176471,4.64,5.120995437115957,116.444798066667
5847,1,4,27,0.8687,1.64,0.76,4.8,5.294105686710698,79.8315550333333
5848,1,4,21,0.8282,1.84,0.68,4.83,5.4881708842799215,73.42027595
5849,1,4,2,0.8368,2.79,0.68,5.0,2.333850610151295,38.0504800833333
5850,0,3,1,0.8633177727784027,2.19,1.0,4.86,5.320827595960609,87.4626880166667
5851,0,1,1,0.8712,1.68,0.92,4.6,4.638900822681094,62.3004784833333
5852,1,3,1,0.8706,2.33,0.92,4.92,4.629341680986305,45.4915962166667
5853,0,1,2,0.8811,1.19,1.0,4.96,0.6742659384337198,21.5744788166667
5854,0,1,3,0.8904,0.85,0.96,4.92,3.276049016170504,28.48274895
5855,1,3,1,0.8197,1.52,1.0,4.92,3.195763164150517,47.1214887666667
5856,0,4,1,0.8496,2.09,0.84,4.96,5.5456580456052205,53.7850912833333
5857,1,1,4,0.8723,1.56,0.96,4.88,5.868776068296194,44.7104772833333
5858,0,4,2,0.8307,2.15,0.8,4.92,1.9352441845733657,39.3136801333333
5859,1,4,2,0.8307,2.15,0.8,4.92,1.34596838383152,34.3184015166667
5860,1,3,1,0.8432,2.67,0.96,4.92,5.266583918809167,86.0049338333333
5861,0,4,1,0.8426,2.48,0.76,4.89,1.288505787202601,28.5696353333333
5864,1,4,1,0.8368,2.79,0.68,5.0,0.6950608321744566,58.0661965333333
5865,1,4,1,0.8426,1.5,0.72,5.0,3.1125607599079204,46.1500110833333
5866,0,4,1,0.8267,2.94,0.84,4.87,2.591084203981646,58.2634949333333
5867,0,3,9,0.8472,2.18,0.875,5.0,7.055882244383254,75.6410180833333
5868,1,1,30,0.8389,1.04,0.96,4.84,6.28894469735445,77.9722697166667
5869,1,3,7,0.8601,2.17,1.0,4.92,5.267082071710864,50.6476021666667
5870,0,1,15,0.8718,1.29,0.92,4.96,4.465064888951456,71.2050831666667
5871,1,1,10,0.8582,1.47,1.0,4.48,4.124817004085239,47.24204415
5872,0,1,20,0.8501,1.62,1.0,4.8,8.31878062455913,116.55666505
5874,1,1,9,0.8389,1.21,0.96,4.72,1.4035951333168262,68.156986
5875,1,4,11,0.7815,1.94,0.76,4.88,3.7560097624863578,42.4605155333333
5876,1,1,8,0.8435,1.25,0.92,4.88,5.04071462676993,56.3059716
5877,0,1,60,0.8821,1.12,0.96,4.76,6.794785250465592,147.829812683333
5878,1,1,39,0.8665,1.52,1.0,4.68,2.9522002407483257,126.501503566667
5879,1,1,21,0.8665,1.52,1.0,4.68,3.536250846145537,64.68320095
5880,1,2,7,0.8633177727784027,2.19,0.9,5.0,2.632903525038069,55.5359509166667
5881,1,4,21,0.8186,1.68,0.88,4.72,5.081038335447943,107.651921216667
5882,1,4,17,0.8186,1.68,0.88,4.72,5.243264101430887,54.9316589166667
5883,0,4,24,0.8186,1.68,0.88,4.72,1.942349674504363,92.9398951833333
5884,0,3,1,0.8724,2.67,0.92,4.96,4.4980343119431225,42.5867437166667
5885,0,1,3,0.8699,2.0,1.0,5.0,3.7024359274695406,62.3335029166667
5886,1,1,3,0.8699,2.0,1.0,5.0,2.692938450527972,84.2573805666667
5887,0,3,1,0.8089,2.2,1.0,4.83,3.478229720499741,38.4750105833333
5888,0,1,2,0.8541,1.0,0.96,4.96,2.531295340547613,44.8564493666667
5889,0,4,3,0.8975,1.43,0.84,4.8,3.854402820187339,52.8329070833333
5890,1,1,2,0.8788,1.16,0.92,4.8,1.622026434519957,34.4158517
5891,1,3,2,0.8724,2.67,0.92,4.96,2.682665195426622,80.1976618333333
5892,1,4,1,0.8249,2.25,0.76,4.96,3.2806780824328867,112.307268983333
5893,0,3,4,0.9036,2.54,1.0,4.92,3.8550491074617375,65.9606677333333
5894,1,4,1,0.8017,2.22,0.76,5.0,4.819178842148293,144.912760533333
5895,1,4,2,0.9467,2.31,0.727272727272727,4.7,4.387107568106998,55.8185659333333
5896,1,1,3,0.8811,1.0,1.0,4.84,6.0565799404956815,36.4748079833333
5897,1,3,1,0.8602,2.0,0.8,4.86,5.068023171039557,40.8903891166667
5898,1,4,1,0.7815,1.94,0.76,4.88,4.180034316458282,23.9111434166667
5899,1,4,3,0.8186,1.68,0.88,4.72,1.000829920965741,33.0389195833333
5900,1,1,9,0.8758,1.55,0.92,4.84,3.7618989717584257,68.8037963833333
5901,1,1,29,0.8389,1.04,0.96,4.84,6.649027002651744,77.42174685
5902,0,4,17,0.8551,0.84,0.72,4.76,1.140295244082687,60.3915701
5903,1,4,7,0.8551,0.84,0.72,4.76,0.9152755669176954,35.5656499833333
5907,0,4,32,0.8969,1.08,0.8,4.84,2.7540854907278174,59.2974705333333
5908,1,4,9,0.8969,1.08,0.8,4.84,3.0089538451228144,31.4555711833333
5909,1,4,17,0.8969,1.08,0.8,4.84,1.6562445928856422,35.5036184
5910,0,4,19,0.8969,1.08,0.8,4.84,1.1822287569885483,80.0082286333333
5911,1,4,19,0.8969,1.08,0.8,4.84,2.1314296446707828,40.1038353333333
5914,1,1,13,0.8898,1.26,0.88,4.96,2.7111585702782617,53.8658425
5915,0,1,14,0.8898,1.26,0.88,4.96,2.722469205538033,46.6180200666667
5916,0,4,17,0.8646,1.94,0.8,4.96,1.5495914007409188,124.3268186
5917,1,4,11,0.8646,1.94,0.8,4.96,2.097068966692733,55.2637451666667
5921,1,1,38,0.8802,1.33,0.96,5.0,5.138921561138747,93.0663741333333
5922,1,1,14,0.8802,1.33,0.96,5.0,4.7222387452898005,110.623752033333
5923,1,1,21,0.8582,1.47,1.0,4.48,5.635598234444244,61.99346575
5924,1,1,11,0.8582,1.47,1.0,4.48,6.604451980703974,57.4128982833333
5925,1,1,5,0.8887,1.36,0.88,5.0,0.6409930433506712,64.1272502
5926,0,1,45,0.8887,1.36,0.88,5.0,0.9833691071200672,108.2573172
5927,1,1,18,0.8734,1.39,0.88,4.56,1.1532991084937372,68.73519535
5928,0,1,32,0.8734,1.39,0.88,4.56,1.6754930811143287,73.8080862333333
5929,1,1,25,0.8734,1.0,0.96,4.68,5.408550012884199,69.7697425666667
5930,1,1,37,0.852,1.19,1.0,4.6,5.134696009070399,105.970901616667
5931,0,1,14,0.8694,1.03,0.92,4.64,2.283169713278385,82.3772759
5932,0,1,47,0.8694,1.03,0.92,4.64,3.6570738619984735,81.2961053
5933,0,1,45,0.8694,1.03,0.92,4.64,2.051562616915698,82.5083647666667
5935,1,1,25,0.876,1.55,1.0,4.72,1.613813713129602,69.0863009666667
5936,0,1,28,0.876,1.55,1.0,4.72,0.4585056534835871,84.2511982333333
5937,1,1,7,0.876,1.55,1.0,4.72,1.9587877396358604,88.7879568
5938,0,1,20,0.876,1.55,1.0,4.72,1.4696389883678085,90.3962541
5939,1,1,11,0.876,1.55,1.0,4.72,1.6247797391961385,79.72522025
5941,0,3,37,0.8819,1.93,0.92,4.9,5.533400838825884,116.41663305
5942,1,3,9,0.9094,2.33,0.96,4.52,5.776071610661004,97.3963873333333
5943,1,1,49,0.8701,1.37,1.0,4.68,6.262746239256202,138.00340655
5945,0,1,41,0.884,1.42,0.88,4.96,1.951863843653916,95.2321369833333
5946,0,1,65,0.884,1.42,0.88,4.96,1.9682709494351096,116.989762533333
5947,0,1,8,0.884,1.42,0.88,4.96,1.3001825900464803,76.5217238166667
5948,1,4,6,0.8837,2.0,0.84,4.52,1.992163614933518,77.5242005666667
5950,1,1,51,0.8797,1.14,0.96,4.68,5.428092732766721,89.86810425
5951,1,1,20,0.8692,1.4,1.0,4.72,7.528181108552605,147.8705891
5952,0,1,40,0.8668,1.6,1.0,4.96,2.7680658446225785,97.6149122333333
5953,1,4,1,0.8426,2.62,0.76,4.69,1.599733539643925,77.7496729833333
5955,1,4,22,0.8321,2.03,0.76,4.72,1.409191729957295,72.9618312166667
5956,0,4,18,0.8321,2.03,0.76,4.72,2.2274356651174645,74.5571337
5957,0,4,4,0.8321,2.03,0.76,4.72,2.3817101730803127,54.0385779
5961,1,4,22,0.8174,2.05,0.84,4.64,4.65812347953327,75.3009057333333
5962,1,1,16,0.852,1.32,0.92,4.92,4.871116391748455,60.0593716333333
5963,1,1,13,0.9246,1.57,0.96,4.48,1.6176616536198412,56.7517516333333
5964,0,1,8,0.9246,1.57,0.96,4.48,0.904314032951,70.82476535
5965,1,1,19,0.9246,1.57,0.96,4.48,2.536555279530536,79.6306045333333
5967,1,4,11,0.8874,1.7,0.84,4.96,1.0986405877812544,70.0169593666667
5969,0,4,26,0.8874,1.7,0.84,4.96,1.8742307247971184,106.088803533333
5971,1,3,7,0.8571,2.83,0.92,4.92,5.635598234444244,57.0323616666667
5972,0,3,26,0.8738,2.22,1.0,5.0,2.4269433685939825,74.8087193666667
5973,1,4,18,0.8525,1.77,0.72,4.72,0.9679386099613232,60.7777622333333
5974,0,4,48,0.8525,1.77,0.72,4.72,1.2554853410754785,144.81917365
5976,0,3,10,0.8384,1.31,0.92,4.76,1.2321227958666974,70.2212845333333
5977,1,1,28,0.8914,1.37,0.92,4.76,5.635598234444244,62.6147936666667
5978,0,1,20,0.8522,1.38,0.96,4.6,3.603881770489059,86.8720121666667
5980,0,1,22,0.8614,1.38,0.96,5.0,1.839241013956518,126.263141
5981,0,1,9,0.8614,1.38,0.96,5.0,2.036444795704685,112.928787016667
5983,1,4,37,0.9014,1.94,0.84,4.72,3.3694579278855814,105.50146355
5984,0,4,26,0.9014,1.94,0.84,4.72,1.1962023120676104,67.90395555
5985,0,1,38,0.8606,1.0,0.96,4.88,5.41736067951167,101.16445615
5986,0,2,34,0.8633177727784027,2.19,0.75,4.67,4.493485212773362,164.769812666667
5988,0,4,19,0.845,3.0,0.72,4.68,1.5873406602669955,148.004028683333
5989,0,4,20,0.845,3.0,0.72,4.68,1.650953862314236,162.513044866667
5990,0,4,24,0.845,3.0,0.72,4.68,1.6708411705064596,90.4906946833333
5991,0,4,18,0.845,3.0,0.72,4.68,2.4746528716105285,101.373078633333
5993,1,1,8,0.9087,1.64,0.92,4.84,6.3393007806306665,121.474134866667
5994,0,3,55,0.8401,1.7,0.96,4.88,1.0909892082313255,98.2114652166667
5999,0,3,32,0.8687,1.35,1.0,4.88,2.987877646278558,91.9932926333333
6000,0,1,28,0.8637,1.76,1.0,4.8,0.8737959287040725,176.675810733333
6004,1,3,14,0.8161,2.17,0.888888888888889,4.8,0.4364081338953633,65.4312197166667
6005,1,1,24,0.8717,1.27,0.96,4.84,1.5259124437662397,59.468516
6006,1,1,21,0.8317,1.19,1.0,4.68,5.06519120132341,77.0854618
6008,1,1,10,0.8934,1.48,0.96,4.84,6.628152241590497,45.8181175666667
6009,0,4,28,0.826,1.64,0.84,4.76,5.548895954733127,122.101031166667
6010,0,1,36,0.7979,1.72,0.96,4.92,0.4371695410759645,139.240246
6012,1,1,31,0.8545,1.33,0.88,4.96,5.343383485701005,71.0604699166667
6013,0,4,55,0.8343,2.14,0.72,4.6,1.4195231669351016,129.019950116667
6015,0,3,28,0.8125,2.78,0.928571428571429,4.75,0.5454058387511593,72.8806973666667
6016,0,4,24,0.8633177727784027,2.19,1.0,4.849341890790547,5.139669509177459,116.29473255
6018,1,1,5,0.8862,1.16,0.88,4.68,0.7434350209952246,26.5207507166667
6019,0,1,2,0.8741,1.52,1.0,5.0,4.916695785865157,33.39446765
6021,1,4,6,0.944,2.2,0.84,4.92,3.4807331144779656,37.2308018
6022,0,1,43,0.8758,1.55,0.92,4.84,5.703906087156866,76.9507292666667
6023,1,4,21,0.8551,0.84,0.72,4.76,3.169648539078315,65.0755581666667
6024,1,4,20,0.8452,2.8,0.84,4.73,7.308771110584288,89.6479524333333
6025,0,1,54,0.852,1.5,0.92,5.0,5.5209625452933775,91.5942894166667
6026,0,1,49,0.8898,1.26,0.88,4.96,5.747503784493522,106.704348216667
6027,1,1,17,0.8887,1.36,0.88,5.0,5.05005032418008,150.05770155
6028,0,1,6,0.8734,1.39,0.88,4.56,1.0725028045918283,48.3913703666667
6029,0,1,24,0.8694,1.03,0.92,4.64,5.877618840064773,79.63215945
6033,0,1,12,0.8526,1.0,1.0,4.6,8.312170060712562,49.3534821166667
6034,0,1,52,0.884,1.42,0.88,4.96,5.77557385905484,88.1825326333333
6035,0,1,51,0.8668,1.6,1.0,4.96,4.454003734684383,162.022984183333
6036,0,1,2,0.8668,1.6,1.0,4.96,4.746324698325891,76.7123089166667
6037,0,1,15,0.8449,1.59,0.92,4.76,3.2211996793044344,64.1354085333333
6038,0,4,15,0.8426,2.62,0.76,4.69,0.3935997783793071,99.3359579
6039,0,1,30,0.8714,1.05,1.0,4.88,7.697372005428756,74.6518400666667
6041,0,4,13,0.8874,1.7,0.84,4.96,3.150688373274187,80.9050399
6042,1,4,29,0.8874,1.7,0.84,4.96,5.173673739701205,168.2850138
6045,0,3,31,0.8384,1.31,0.92,4.76,5.295935211016885,104.567791683333
6046,0,1,16,0.8614,1.38,0.96,5.0,5.53212304667057,118.720633316667
6047,0,1,20,0.8614,1.38,0.96,5.0,4.898688417626657,71.6659976333333
6049,0,3,19,0.8495,2.89,0.92,4.92,4.104881749887822,81.9554245666667
6050,0,3,17,0.8495,2.89,0.92,4.92,5.501992527797625,114.173332
6051,0,1,11,0.8552,1.36,0.92,5.0,3.0112678777256847,82.7521069166667
6052,1,1,14,0.8552,1.36,0.92,5.0,3.061844936289757,103.804770516667
6053,0,1,25,0.8744,1.06,1.0,4.84,7.338623960523903,63.4732623166667
6054,1,1,17,0.8934,1.48,0.96,4.84,6.462290387225652,62.7602589166667
6056,0,3,17,0.8606,1.94,1.0,4.87,3.560353888394102,83.0264539833333
6057,0,1,52,0.8463,1.19,1.0,4.92,6.454498710813569,66.2494672833333
6058,0,1,28,0.8935,1.14,1.0,4.92,6.298575710109925,56.2101748833333
6062,1,1,15,0.8851,1.41,1.0,4.88,3.727197084466311,93.0977842
6063,1,1,15,0.8487,1.88,0.96,4.68,1.2463733707950273,68.9187963166667
6064,1,1,19,0.9264,0.88,0.96,4.84,5.22799326185346,90.54902385
6066,0,3,15,0.8921,2.09,0.92,4.84,4.45933239875774,76.1812528333333
6067,1,1,8,0.8502,1.88,0.96,5.0,0.8470524586936543,50.1957530166667
6068,0,4,8,0.8496,2.09,0.84,4.96,1.7854785528559196,63.16290955
6069,0,3,4,0.7794,2.07,0.88,4.8,2.683913581396742,106.946789666667
6071,0,1,19,0.8429,0.89,1.0,4.96,1.5934550038764927,55.4457670166667
6072,0,1,15,0.8455,1.07,1.0,4.88,4.167732983463399,116.175177883333
6073,0,4,25,0.8674,1.86,0.68,4.96,6.5289217308198415,112.1489962
6074,0,1,24,0.871,0.95,0.92,4.96,5.171772223648483,90.5163426666667
6075,1,1,10,0.8746,0.87,1.0,4.96,0.4852683964329486,44.5343121
6076,1,1,10,0.8421,2.0,1.0,4.96,3.4063817748774894,75.7905784166667
6077,0,1,8,0.8421,2.0,1.0,4.96,3.229875411664614,67.8312922333333
6078,1,1,12,0.9048,1.1,0.92,4.72,1.277943492043074,29.9125062166667
6079,0,1,12,0.9035,0.97,1.0,4.84,2.529463397776772,66.600342
6080,0,1,21,0.868,1.19,1.0,4.96,3.558728381514529,47.1919371333333
6081,0,4,9,0.8951,3.26,0.96,4.8,0.9114136077736348,43.4186733
6082,0,1,7,0.8889,0.98,0.92,4.77,0.6510245117190399,21.5203541333333
6083,0,3,13,0.9036,2.54,1.0,4.92,5.894932621067669,89.9032410166667
6084,0,1,22,0.8904,0.85,0.96,4.92,0.5278964949595121,53.5471483166667
6085,0,1,14,0.9096,1.21,0.88,4.92,4.844110770056121,92.8761488833333
6086,0,1,8,0.8849,1.59,1.0,4.78,2.1468710197944745,64.3206532833333
6087,1,1,18,0.8496,1.69,0.92,4.88,0.9732306805014476,54.30424355
6089,0,1,13,0.8737,1.33,0.96,4.92,0.7819641040126689,37.81493305
6090,1,1,12,0.885,0.89,0.96,4.92,2.008476079604311,58.4585534333333
6091,0,1,17,0.8862,1.48,1.0,4.92,2.1451924255075303,58.6210836333333
6092,1,3,12,0.8584,2.2,0.88,4.92,3.6336041869330544,47.7775126666667
6093,0,1,14,0.8501,1.54,0.92,4.84,4.531755767608255,76.2733852833333
6094,0,1,20,0.8907,1.0,0.96,4.8,4.339111846147789,79.9422034166667
6095,0,1,24,0.8836,1.28,1.0,4.96,1.3017377126848606,63.955238
6096,1,1,18,0.8407,1.55,0.96,4.76,2.511613352527074,93.2613255166667
6097,1,1,1,0.8813,1.5,0.96,4.76,1.4284845222838274,52.39179115
6098,1,3,1,0.8423,2.62,0.92,4.76,1.5239655331405575,34.8927630833333
6099,1,1,2,0.8834,1.1,0.96,4.56,3.1005443130227506,66.5881774666667
6100,1,3,3,0.8315,2.61,0.92,4.88,1.7512404640063095,54.4098887833333
6101,0,1,3,0.8547,1.57,0.96,4.76,2.256115599486942,46.63874025
6102,0,1,1,0.8601,1.5,0.96,4.76,1.846391922566702,65.5539734833333
6103,0,1,27,0.8448,1.48,1.0,4.95,2.318953375797367,110.9476861
6105,1,1,11,0.8861,1.26,1.0,4.84,2.8052131655720207,103.731025733333
6106,0,1,27,0.8482,1.44,0.96,4.76,5.808359182445427,157.428602383333
6107,0,1,27,0.9208,1.54,0.92,4.92,1.9991182154485585,121.2958235
6108,0,4,6,0.8218,1.64,1.0,4.72,2.9668576910539586,76.6141168
6109,0,3,29,0.8283,2.11,0.92,5.0,1.7254414147310324,131.654102266667
6110,0,1,24,0.8468,2.0,1.0,4.8,2.839927747691415,108.366016216667
6111,0,1,8,0.8885,1.41,0.88,4.96,2.335269990577492,61.2422125666667
6112,1,1,23,0.8474,1.56,0.96,4.68,0.86114512712516,67.2146820833333
6113,0,3,2,0.8755,2.11,1.0,4.96,1.7477012113094592,51.4786284166667
6114,1,1,9,0.8721,1.45,1.0,4.64,3.168373983487233,77.1008313166667
6115,0,4,27,0.8299,2.3,0.84,4.84,0.2325016697804853,109.679837783333
6116,0,1,15,0.9108,1.14,1.0,5.0,3.922150307978204,103.048729716667
6117,1,1,14,0.8721,1.45,1.0,4.8,0.6698633808595924,143.64559905
6118,0,1,37,0.8721,1.45,1.0,4.8,2.5187340315964977,101.258387233333
6119,0,3,52,0.7849,2.54,1.0,4.92,3.116727309567397,153.0927633
6120,1,1,3,0.8257,1.71,1.0,4.84,1.892253297135638,59.51180565
6121,0,1,2,0.8523,2.0,1.0,4.96,4.302621999869826,76.5693976166667
6122,0,4,25,0.8961,1.64,0.84,4.72,1.691697993381991,107.406492983333
6123,0,1,18,0.8806,1.0,0.92,4.84,2.715732653282625,56.1992681166667
6124,0,1,13,0.8587,0.97,0.92,4.92,1.3736082987947733,54.0065901666667
6125,0,1,28,0.8595,1.57,1.0,4.6,0.9355167339529026,120.344129816667
6126,0,1,6,0.8844,1.42,0.96,4.56,0.6746452115392052,63.2231893666667
6127,0,1,7,0.8376,1.55,1.0,4.96,4.149193086557959,73.4966139333333
6128,1,1,1,0.9013,1.33,1.0,4.88,2.88765609899749,37.2737800333333
6129,0,4,1,0.8951,3.26,0.96,4.8,1.2314849243388848,69.1785828833333
6130,0,1,17,0.9099,0.98,1.0,4.84,2.410201819293389,61.6747398166667
6131,0,1,15,0.8889,0.98,0.92,4.77,3.5208600095978038,80.3618785833333
6132,1,1,42,0.8463,1.32,0.88,4.92,0.9960946269435168,85.8736403666667
6133,0,1,19,0.8479,1.07,0.92,4.84,1.7353381141196311,80.5733696833333
6134,0,3,9,0.8399,2.29,1.0,4.68,3.913147252679117,102.913449833333
6135,0,1,27,0.883,1.22,1.0,4.72,1.904034982254536,94.5538596833333
6136,0,4,5,0.7926,2.0,0.84,4.96,1.2920523895242502,88.8454157666667
6137,0,4,27,0.8267,2.94,0.84,4.87,2.9108606946702498,108.531152116667
6138,0,1,25,0.8611,1.14,0.96,4.84,1.657543503972985,51.9284108833333
6139,1,4,3,0.869,1.63,0.8,4.92,1.2845121091016245,51.6040897
6140,1,4,1,0.8692,2.18,0.76,4.92,1.7322476274493102,49.7556632833333
6141,0,4,20,0.877,1.94,0.84,4.72,2.0172533804588304,119.365061783333
6142,0,3,23,0.8667,3.47,0.684210526315789,5.0,1.3736082987947733,180.810245466667
6143,1,1,17,0.9144,1.45,0.92,4.88,1.7478577760619087,109.841509733333
6144,0,3,17,0.8444,2.24,0.92,4.96,4.373822262386606,86.90533965
6145,0,1,39,0.8746,1.26,1.0,4.96,2.840377374604432,131.066952233333
6146,0,1,17,0.8986,1.5,1.0,4.72,1.7940023783548895,117.4969273
6147,0,1,43,0.8622,1.18,0.88,4.88,4.112142851519305,135.696350483333
6148,0,3,17,0.8675,2.14,0.96,4.96,3.151918016467016,82.50607665
6149,0,1,30,0.8783,1.5,0.96,4.48,1.920694267293623,115.498812366667
6150,0,4,4,0.8929,1.67,0.76,4.76,2.718388409446661,69.6699504833333
6151,0,4,7,0.8539,2.33,0.80952380952381,4.9,4.487185754057273,126.405040016667
6152,0,1,23,0.878,1.62,0.88,4.76,1.700708560292563,93.4899626666667
6153,1,3,21,0.8916,2.39,1.0,4.92,4.28559097112488,87.8505291666667
6154,0,1,36,0.8774,1.0,0.96,4.88,3.1561819204853228,98.0966735666667
6155,0,4,12,0.8846,1.61,0.833333333333333,4.71,1.5695351942819906,57.5669195333333
6156,0,4,48,0.8448,2.0,0.72,4.84,2.6012374358332107,101.3509135
6157,0,4,4,0.8347,2.1,0.84,4.92,1.0064479678064933,94.6573720166667
6158,0,4,31,0.8427,1.24,0.84,4.92,3.761110832987096,112.56254775
